tau1,tau2,tau3,tau4,p2,p3,p4,g1,g2,g3,g4,stabf
8.018338972,8.076163232,6.14226861,7.15073139,-0.806364591,-0.648099013,-0.8313148,0.151465409,0.555146089,0.374852234,0.258430108,1
1.875953343,2.33930094,4.480019605,0.722406973,-0.646309852,-1.959603415,-1.256213616,0.782197736,0.638383253,0.456576016,0.492091635,0
1.218459042,9.14823783,6.080571803,9.708233088,-1.22006234,-0.872429278,-1.631360861,0.059515487,0.431466069,0.981938521,0.842501436,1
1.163318595,0.64143963,0.604949249,8.501852446,-0.830770182,-0.620707418,-1.095633777,0.639957863,0.420932822,0.543405717,0.487780077,0
2.621148086,9.211916601,5.634530027,8.272888138,-1.847924493,-1.775806402,-1.883467668,0.265934201,0.462955314,0.275873479,0.383458123,1
9.877087045,3.011541425,7.7154988,3.211665095,-1.755294249,-1.887242936,-1.391767277,0.464257184,0.93399105,0.260788587,0.910047963,1
3.425300738,8.41333321,2.987030633,2.866910693,-1.343621539,-1.030200649,-0.930052003,0.617766791,0.792585064,0.264792362,0.349164135,1
0.771419221,2.991226365,1.04492339,0.67689964,-0.555894666,-1.31704471,-1.709688637,0.992171761,0.5674291,0.905821164,0.565773553,0
3.943632657,3.570937445,7.035286935,9.535591099,-0.737878391,-1.936365598,-1.176084003,0.102249104,0.588159097,0.51977237,0.676860424,1
6.922279411,4.1580096,3.039890703,2.531872403,-1.608110531,-0.644629374,-0.716083507,0.568043781,0.381740612,0.687085696,0.269862771,1
6.003992674,1.967591973,9.631819896,6.063880916,-1.184826967,-1.376629157,-1.157916144,0.317347567,0.891496424,0.446676812,0.382651411,0
9.760259102,5.415372935,8.895353147,9.090912839,-1.623458526,-1.007901457,-1.174978799,0.050389782,0.441859266,0.095249352,0.117037052,0
9.772077876,6.299255579,3.696123683,5.298793116,-1.427283915,-1.20706589,-0.792992045,0.970378365,0.93086469,0.09838285,0.423452119,1
3.132812788,6.887259012,2.712341343,6.994670118,-0.709366809,-1.930730848,-1.594575542,0.188647004,0.428632924,0.055683713,0.301833549,0
1.419499069,9.910035615,2.747816691,8.893051347,-1.011132235,-1.117067492,-0.584957369,0.789967635,0.796692593,0.882190303,0.572793254,1
8.793217286,9.581684033,5.657944936,4.986931565,-1.319417656,-1.274606063,-1.831119673,0.089166863,0.651077755,0.513804378,0.842330153,1
5.342562565,7.483974827,6.170371021,9.235924189,-1.371018628,-1.952971612,-1.64002138,0.65673444,0.689195897,0.971194204,0.406608503,1
0.579414754,8.428212183,1.346165498,5.862366112,-1.632979801,-0.683689397,-0.905254701,0.33906167,0.802255858,0.156839501,0.268637454,0
5.798732416,5.378564523,3.064802193,2.495956278,-1.878444063,-0.995141376,-1.521561246,0.227225253,0.246160679,0.094618199,0.861406599,0
3.490894481,1.080848832,9.248818102,7.8979092,-1.125757614,-0.612160191,-1.203884751,0.124341907,0.35848631,0.231697649,0.26530253,0
6.790829266,8.680022358,6.924612009,2.801374432,-1.828486148,-1.302426052,-1.919808491,0.55080717,0.627121989,0.831176115,0.207528364,1
3.714819299,6.202585494,1.12463663,6.363445123,-1.010747263,-0.792343451,-0.737165873,0.257911778,0.290007567,0.109786175,0.116326506,0
3.080403989,7.955368017,3.529293699,5.206331349,-1.918734933,-1.057955512,-0.966171206,0.088163747,0.552308793,0.327011064,0.847766701,1
9.441041952,5.292348912,3.607227786,2.493296676,-1.98204941,-0.52790245,-0.781925399,0.900737776,0.499383563,0.51148065,0.419998983,1
4.633951143,6.084224888,2.138888591,1.378651922,-1.317011871,-1.630210461,-1.710337369,0.501343382,0.403988392,0.619149968,0.995737848,0
5.892555028,9.59052378,5.04124781,2.574925009,-1.205089728,-0.590939915,-0.64173806,0.610462517,0.319104713,0.868792559,0.464747591,1
6.815269379,9.693322917,2.556298853,2.807146963,-1.519713183,-1.689011696,-1.146983411,0.067837462,0.215706209,0.669769409,0.641351791,0
9.51879247,3.92980654,7.61024557,8.788090673,-0.643119191,-1.45802688,-0.506184749,0.791925849,0.979056319,0.661914475,0.283203008,1
6.871662707,2.255280888,8.122080372,1.350919766,-1.6046618,-1.459007803,-1.928303696,0.50551017,0.525386564,0.939025191,0.865709385,1
2.496781657,7.96972412,3.546818498,6.027121051,-1.167728744,-0.843216368,-1.254240523,0.56896595,0.517582359,0.822866206,0.963819324,1
8.245110868,6.378641111,3.124116955,5.180400824,-1.669963778,-0.986883382,-1.826346067,0.823973186,0.516874227,0.715915976,0.07275525,1
4.127610111,9.009955243,1.101529781,0.566662976,-0.96783033,-1.507555346,-1.752457574,0.143834551,0.196858774,0.717298642,0.509883233,0
4.417852199,5.578401554,7.957703767,6.137959695,-1.749521725,-0.938152027,-0.833091425,0.538006043,0.361741715,0.701565494,0.323072006,1
7.821416667,5.842969897,2.629047329,2.182774046,-0.547593977,-1.811358766,-0.849499715,0.621277131,0.814068966,0.492608761,0.601612649,1
7.561230139,1.868126753,9.2564244,8.819828604,-1.268131387,-1.646135149,-1.618700851,0.216778183,0.129382885,0.854357515,0.832710877,1
7.176550201,1.109210765,6.236248146,8.646526626,-0.839948808,-0.926430858,-1.847280231,0.89946217,0.167607241,0.461128271,0.54826629,1
6.98444466,2.561582416,3.918150915,0.989290299,-1.747146624,-1.677618362,-0.530877783,0.204237856,0.575367356,0.517937459,0.921038747,0
3.452548756,6.15658441,9.650363846,4.556582445,-1.723319858,-1.437797526,-1.017837555,0.229387756,0.095689402,0.87519779,0.533412512,1
2.40120172,8.169052415,8.079554394,7.817852129,-1.476919952,-0.533206885,-1.362052006,0.285701284,0.54561423,0.426547173,0.987054583,1
5.017831236,9.713501261,6.865624941,2.000066631,-1.405298698,-1.090472464,-1.879386576,0.482586832,0.736808665,0.488748464,0.11022797,1
8.828837772,4.42755067,2.005151057,2.085840958,-1.568835053,-1.334710745,-1.638400525,0.898754489,0.127829949,0.692395547,0.179778708,0
9.773289538,7.715971475,8.932144722,9.521120524,-0.783312205,-1.086679289,-0.994721581,0.925479571,0.069373174,0.276518943,0.5640481,1
4.121955909,9.295269799,9.001078523,4.541347383,-1.840548152,-1.586590649,-1.101302684,0.822005122,0.639756294,0.804469726,0.153959393,1
3.32062476,7.380420611,7.914021967,3.626521569,-0.733529991,-1.077807614,-0.879600515,0.82559206,0.449194851,0.816617401,0.162194203,1
3.744017275,7.55792441,0.755573995,2.318919584,-1.605503784,-0.993435907,-1.693497145,0.545914691,0.33581416,0.067915281,0.380141331,0
4.301824504,8.681658056,7.788820179,3.602903664,-1.490421406,-1.167920844,-1.297971657,0.488225917,0.539314343,0.474545827,0.543790374,1
2.882515353,7.649661431,5.640747111,2.260480645,-0.517119807,-1.659180092,-1.36586421,0.444936179,0.807249429,0.98559176,0.910821018,1
4.288454179,3.040723331,5.795769135,7.076926753,-1.192363981,-0.595175704,-1.832254009,0.757828916,0.216826123,0.865648637,0.413008422,1
0.595634286,9.487987263,7.82682972,6.919937944,-0.588526298,-0.805493598,-1.18754529,0.567489922,0.631928984,0.742103716,0.091359343,1
1.682103856,6.101883502,2.101174575,6.000813025,-0.94953035,-1.280162635,-1.749145653,0.620488622,0.060270018,0.118444759,0.875377387,0
7.198427596,6.392462864,2.820300563,7.135957344,-0.666358084,-1.263280763,-0.556236004,0.8865835,0.169657332,0.37303069,0.545247642,1
8.092678375,4.658401926,1.853604825,3.565049295,-1.534661547,-1.644302046,-1.754058146,0.601535992,0.67390851,0.385970652,0.754785996,1
4.518880594,1.281088982,4.230698778,8.51739092,-1.722394238,-1.190797824,-1.026184898,0.610276294,0.229741693,0.105378233,0.526115007,0
5.12008273,2.135224058,6.441229591,2.444193827,-1.01535848,-1.939731535,-0.547668745,0.74601524,0.514044859,0.274190518,0.834923331,1
5.12999691,2.868343996,5.249760801,2.711256423,-1.034711445,-0.989075527,-1.520036466,0.219917151,0.328092517,0.248891626,0.089021935,0
9.55041435,0.507243869,8.293433474,5.638678571,-1.852536138,-1.691430651,-0.514712876,0.855456867,0.553265131,0.211749157,0.090678829,0
4.039229401,4.345762655,1.459657757,9.407941429,-0.672832405,-1.399755714,-1.675199121,0.542518317,0.577208629,0.407926111,0.770873035,1
5.986116325,1.535235728,8.515199903,6.758506382,-1.066322969,-1.281068466,-1.856915534,0.941288088,0.144348931,0.129123411,0.98284216,1
9.006721618,8.873967227,9.90846692,9.122998276,-0.809052955,-0.62006364,-1.844095595,0.816040454,0.761604491,0.817794744,0.060638987,1
5.093661874,9.032035501,5.724235743,5.448624222,-1.864420264,-1.072259023,-0.720712215,0.901099059,0.624604683,0.451090724,0.368617435,1
0.746321742,6.827534697,2.384853582,5.328193669,-0.880154125,-1.19768747,-1.183696321,0.99401598,0.798032484,0.119685438,0.317555159,0
8.518566536,0.973922867,4.099281975,0.596253126,-1.872408317,-0.790887796,-1.550129977,0.3977869,0.219230626,0.713028984,0.232873813,0
6.031302776,1.764079728,3.854869259,5.848367101,-0.538393293,-0.788206075,-1.076969898,0.66391353,0.622435532,0.445324231,0.236730972,1
6.559276157,4.297215778,1.698939367,8.707432577,-1.820845074,-0.695124198,-1.018366068,0.320616844,0.447801419,0.186721175,0.731855231,1
0.816127621,9.18330838,8.41398522,7.796208947,-1.888551431,-0.834544685,-1.906274598,0.799583131,0.351825279,0.193828745,0.35653231,0
2.934064549,3.485622604,7.288570632,8.765614673,-1.448392159,-0.591903371,-0.966207315,0.561635942,0.809001474,0.316636253,0.586896295,1
4.922957949,0.964195919,7.963164779,8.556771891,-1.553783122,-0.942534171,-0.815993355,0.166337205,0.533636708,0.122647024,0.529823529,0
1.641754356,7.446884576,7.526946388,7.048752926,-0.862600612,-1.307384461,-0.754455373,0.814666928,0.945503735,0.649878583,0.08769976,1
9.258181621,1.835620841,3.497278966,5.242125247,-1.533701731,-0.679335086,-0.706581704,0.75678236,0.412132746,0.462750653,0.516707702,1
2.695133718,2.020521776,3.165114717,2.13248838,-0.938123785,-0.877568157,-1.224377404,0.694296766,0.200003147,0.224240774,0.231017116,0
2.29590366,9.136533244,8.768323854,2.926376284,-1.256907972,-1.768456852,-1.205913145,0.621065009,0.477869412,0.485375643,0.744305358,1
8.348543953,7.915531878,2.718458607,1.746674794,-0.898538331,-0.845999644,-1.473065231,0.671668747,0.471246691,0.169503706,0.613436545,1
1.772129027,0.511317047,8.39291008,4.518417724,-1.609468682,-1.708863196,-1.382651271,0.120658135,0.616086096,0.695755541,0.584744418,0
6.929221248,3.043267246,4.574834662,2.386924706,-0.800470107,-0.6418362,-1.888488684,0.142454625,0.954573612,0.677069957,0.864004945,1
6.368253111,9.884244953,9.129393642,8.44273131,-0.582663944,-1.95193577,-1.713285093,0.135608335,0.392424035,0.264535065,0.866099777,1
6.998166893,4.807800002,2.111472655,5.394154541,-0.923143287,-0.950599321,-0.82841381,0.711180055,0.196502078,0.443367966,0.940146322,1
1.256924019,3.428086444,0.937335278,4.860621921,-0.68378997,-1.58274793,-0.982292144,0.529907925,0.350233684,0.452027232,0.59174946,0
3.702732541,4.982839678,9.706303036,8.652108179,-0.773988088,-1.830248912,-1.771924956,0.405560343,0.238787829,0.338545536,0.276557876,0
5.117674547,3.088959907,2.976819561,2.466868618,-1.615722946,-1.686818214,-0.815193122,0.975329105,0.131288048,0.624944833,0.319099276,1
1.084161159,6.780265383,2.450642197,8.99790201,-1.092181201,-1.856263125,-0.739166268,0.703944998,0.669012621,0.325208271,0.709129368,1
7.22583216,1.155471609,1.115402467,4.490468235,-1.394044192,-1.354362608,-0.588756879,0.096946403,0.399224286,0.706576306,0.451189064,0
9.945098489,8.699548622,8.898073083,8.115660545,-1.1004694,-0.8212682,-1.186052248,0.351069634,0.152989785,0.805743827,0.373955059,1
7.706565634,4.712374896,9.563170233,8.39152133,-1.730646082,-0.519120861,-1.182049978,0.709193471,0.756837149,0.633792466,0.065163546,1
0.83060261,1.631032076,2.458155978,6.447757562,-1.309826025,-0.807034057,-0.689967233,0.450128279,0.128073068,0.2749119,0.419129771,0
3.794603606,1.773682309,4.986048084,5.786515479,-1.033924183,-0.865591401,-0.981596689,0.257088555,0.773474908,0.428019395,0.549206038,1
2.220838271,8.342033478,9.629147557,9.069248406,-0.654691329,-1.780256492,-0.949866477,0.299025658,0.67361113,0.582371148,0.169113358,1
9.464341571,1.249970835,8.087654954,7.898600211,-1.582362756,-1.142030994,-0.948632182,0.777335549,0.889969549,0.4879522,0.669180797,1
5.380495528,1.766460444,5.869886049,3.205467904,-0.663718206,-0.888813538,-0.656506932,0.538043372,0.704350818,0.570248103,0.465051288,1
6.750325076,9.614549559,8.60168738,5.655612713,-1.82434895,-1.113515822,-1.299291396,0.540484089,0.767469911,0.3504284,0.523063832,1
8.693985591,2.911455329,8.215801462,8.986732451,-1.257642327,-1.515097358,-1.802304806,0.54648479,0.866088119,0.188789747,0.397385467,1
7.530063825,9.07956165,4.265415597,7.311549034,-1.816154932,-1.206215001,-0.514487867,0.238750436,0.833982572,0.091727109,0.253157719,1
2.807832449,2.634499894,4.125743873,6.541778486,-1.316259771,-1.217311512,-0.535275322,0.610635698,0.251566532,0.564325951,0.930550164,1
7.017779988,8.210902617,8.217936534,5.686034161,-0.941057122,-1.896994967,-1.219019929,0.272948523,0.97640619,0.810592344,0.793589851,1
8.696770247,5.358787299,6.869970469,2.800811017,-1.18734104,-1.31240911,-1.806809316,0.696200981,0.783407273,0.603285193,0.228279855,1
5.30293154,8.379336946,4.980062047,4.122851563,-0.949309506,-1.163896938,-0.882291393,0.091112886,0.836376591,0.646018472,0.296132268,1
7.568807688,3.879247706,1.8258641,9.240328005,-0.584688313,-0.534414067,-1.498273284,0.961739513,0.709820123,0.94273674,0.821379103,1
4.56290035,2.489930487,3.804176007,7.533836721,-0.841166772,-1.499056125,-1.414079228,0.488036365,0.978651579,0.279908617,0.570639401,1
5.938126648,1.654993088,6.822134805,8.880756085,-1.076267224,-0.994055885,-1.21647767,0.052504998,0.338843152,0.857560571,0.769313989,1
1.263682019,9.580464183,5.650039056,9.209000992,-1.640005186,-0.679408507,-1.47374021,0.486580426,0.278026995,0.204824965,0.159776142,0
7.043361904,0.650840184,3.679735729,0.564266091,-0.820478425,-1.782190218,-1.311352112,0.12968449,0.679784274,0.801283117,0.734529228,0
3.80798534,9.447811295,6.530273885,9.335851022,-1.170557474,-1.197583883,-0.688743511,0.085615644,0.480722122,0.36814409,0.381724341,1
7.161476147,1.958576179,9.498650575,7.66937568,-0.56799279,-1.734002136,-1.330285834,0.237534322,0.299302253,0.999744823,0.722886613,1
6.541535256,3.978197545,4.24790407,5.690662486,-0.829532471,-0.734158307,-0.807271703,0.548362281,0.913153918,0.935074624,0.466014066,1
8.53352749,6.515715125,2.75723577,5.734636732,-1.520256267,-1.935151475,-1.278292427,0.741466255,0.749138488,0.890709967,0.586407657,1
6.212354174,8.7801373,5.352388705,1.249820908,-1.200639601,-1.33670971,-1.675077278,0.109341631,0.344465662,0.169664361,0.487935197,0
1.515551094,1.024631829,4.495380501,7.664592982,-1.261660425,-0.848006364,-0.890886063,0.540885006,0.558628581,0.350350858,0.781574438,0
4.84352335,9.08433854,5.113439809,6.102176512,-1.805148994,-1.336404081,-1.948377537,0.116329033,0.53366743,0.477128347,0.903387768,1
0.525691629,4.045352419,4.726835776,2.690385294,-1.966473992,-1.567440752,-0.781112929,0.668410335,0.737077255,0.812395006,0.817700377,1
6.094161613,2.764762105,7.147574407,7.18924571,-1.713953291,-0.868100187,-1.26717197,0.869363142,0.52115393,0.088992972,0.523301444,1
1.25363796,7.301350194,8.943574696,5.419654952,-1.282950144,-1.080022293,-0.62812494,0.431750995,0.624248744,0.906103256,0.757520561,1
1.910597447,4.319296714,2.472156268,8.508049949,-1.824901642,-0.769205785,-1.335661741,0.416410401,0.978341841,0.050921353,0.4833375,0
2.514215671,8.925964085,7.532691799,7.91590578,-0.695947117,-1.249916718,-0.876819878,0.468229281,0.053097954,0.399884117,0.780977125,1
6.25447743,8.601427509,0.98593799,5.881445146,-1.552387419,-1.23666741,-1.79001985,0.687976848,0.720131139,0.612785873,0.110816518,1
5.67815027,7.30289358,7.023449011,8.937426913,-1.454865885,-0.513202977,-1.630977107,0.872432219,0.743382412,0.789936762,0.507288187,1
6.336269569,9.807217242,2.130818092,7.050621335,-0.703350092,-0.526705885,-1.477034938,0.749940004,0.726870098,0.552372731,0.883482162,1
1.949595862,7.163053322,7.414332032,6.652852554,-0.869113254,-0.672168073,-1.015690333,0.239562375,0.211399302,0.621259452,0.810558492,1
3.722998558,1.050486739,6.697354978,9.412942456,-0.73823586,-0.914977224,-1.864936054,0.626130199,0.748580716,0.969978347,0.159156898,1
3.028537485,9.994263437,1.057715985,5.090836376,-1.22400199,-0.557151745,-1.360057387,0.18287324,0.393757883,0.678463213,0.673634593,0
1.067106116,4.885609536,5.703824722,0.829932394,-1.181232263,-1.620003993,-0.523207734,0.491590295,0.33012234,0.697724538,0.434118365,0
4.837583416,2.60093243,6.446941739,2.321312652,-0.628117404,-0.903633203,-1.135897396,0.640679263,0.075885381,0.776581822,0.506318591,1
3.669011804,3.789529217,6.318155565,0.507244452,-1.762590702,-1.321442711,-0.979922064,0.602875778,0.6151393,0.458346873,0.635160861,0
6.704355384,0.993160281,4.521628615,4.459592172,-1.03880193,-0.866525812,-0.554016457,0.927726454,0.40434119,0.487407668,0.152535658,1
6.776855129,5.632185807,5.994798025,1.930143318,-1.693200537,-1.894828011,-1.108413402,0.052705443,0.161633974,0.454063034,0.22864186,0
5.982439064,6.53723794,3.675826768,6.984559403,-0.966159114,-0.825322792,-1.634351622,0.921640329,0.834647032,0.069576242,0.928715872,1
3.818692091,4.752569155,2.369292989,5.730912329,-1.260045641,-1.644949974,-1.614519115,0.156052043,0.332689038,0.800536241,0.32667333,0
2.401925477,7.073673677,5.204717843,0.634572362,-1.760656044,-1.033902967,-0.694413756,0.221394491,0.669024078,0.533404438,0.928062196,0
8.738805187,7.863062721,1.369731869,5.770322822,-1.395876974,-0.758731348,-1.465329775,0.735159536,0.343156394,0.451455392,0.646486789,1
9.070726662,5.402185739,6.412526647,0.943191318,-1.988021694,-1.424400455,-1.852025693,0.530803346,0.922254997,0.990944352,0.56959714,1
6.905367038,5.960730536,2.059017085,0.592501484,-1.994250145,-1.461412725,-1.70103906,0.866999067,0.848552425,0.089216844,0.268193364,1
3.248036801,9.721557327,2.868978291,8.552655108,-0.697635131,-1.104363807,-1.169942868,0.917741444,0.711233297,0.841438895,0.65826345,1
2.44043245,2.885144282,2.421954105,9.515115698,-1.207991682,-1.854220268,-0.783412341,0.868584139,0.050907937,0.610300762,0.812673479,0
6.436882974,4.200157916,1.021732514,9.124179208,-1.837514213,-1.010712893,-0.618266635,0.258708824,0.39896019,0.556485849,0.246580806,0
8.757931383,2.430806122,1.692300958,6.576357612,-1.406121768,-1.437516064,-0.633981082,0.47103843,0.454176614,0.941431893,0.862172868,1
2.725277052,1.16614888,2.118462868,5.068798462,-1.808220208,-0.682991999,-1.730405488,0.478894103,0.937752726,0.924895831,0.591831678,1
9.404989567,7.916157929,3.643634774,4.178389594,-1.86461849,-0.76211628,-1.978054052,0.512214226,0.704441577,0.39582779,0.728401782,1
1.407991648,1.133276933,5.272313304,9.899296505,-1.917857495,-1.645744481,-1.048969618,0.658552555,0.912396341,0.452154385,0.663683706,0
8.768688224,4.074134695,2.062574977,3.165682748,-1.111625563,-1.712229848,-1.602663933,0.102867739,0.405332415,0.890860628,0.438151975,0
6.572214776,2.358844184,3.624165534,3.574977139,-1.325153586,-0.546484085,-0.955409378,0.526391588,0.161025139,0.6617067,0.448209227,1
9.448060058,5.788061107,5.337925846,3.731733701,-0.94723209,-0.587538593,-1.379419967,0.620074134,0.49235535,0.92320713,0.290570018,1
2.781659542,2.010034333,6.110943566,7.127314743,-0.597447949,-1.529786466,-0.86146876,0.73986669,0.738268067,0.140624794,0.241233866,0
9.503079148,3.202342295,4.649053122,3.428415129,-0.74870489,-1.35992276,-1.857794414,0.834699949,0.877576644,0.617107171,0.564569809,1
7.80352747,1.680885885,7.080032616,3.008615932,-0.818776533,-1.123596289,-1.881045664,0.216418455,0.382882577,0.745551386,0.704535795,1
2.953158333,3.353464033,9.028007479,6.629225453,-1.638289658,-1.833252615,-1.203743218,0.120480501,0.369119627,0.827717262,0.222036989,1
5.550150213,2.828244151,4.765239554,8.551730711,-0.692940616,-1.230322702,-1.021864085,0.520402472,0.803295492,0.518033367,0.247306431,1
8.051004733,3.805663166,2.63675918,7.273673227,-1.33465981,-1.07135882,-0.615075257,0.648147895,0.62717307,0.991140357,0.708575135,1
3.203522434,8.860758413,4.525332873,4.07793871,-1.03195717,-1.759484646,-0.648160176,0.344309903,0.357877143,0.688698744,0.70702097,1
7.782548556,8.386960074,7.943282483,8.906676751,-1.047730195,-1.33761968,-1.56009439,0.591921487,0.884632937,0.278629942,0.345403304,1
8.906997824,3.120306853,4.442365577,9.378646803,-1.661160166,-0.896437463,-1.326129813,0.498600041,0.818776005,0.397665267,0.751768069,1
1.213524261,2.307354969,1.19708584,3.834157806,-0.619244254,-1.961537023,-1.278663896,0.435347925,0.821869224,0.869013757,0.706586982,1
6.740661594,0.771154221,4.895650016,7.78183287,-1.47867999,-0.961048996,-0.574955296,0.37426825,0.850753981,0.096511881,0.258111254,0
1.79042704,4.392769323,7.673828674,8.877347984,-0.97827357,-1.712894663,-1.97864337,0.57738547,0.739071016,0.13344323,0.737422917,1
7.297813884,8.277070809,9.9792673,6.046406596,-0.509399372,-1.350229642,-1.164262324,0.530080056,0.927638893,0.447170134,0.852891117,1
7.112592956,3.513891291,3.469374079,6.219651184,-1.283024901,-1.904175897,-0.887264815,0.686753891,0.924129497,0.109304645,0.931306841,1
2.241252511,4.587874287,6.789824526,0.790292137,-1.644786218,-0.519381555,-1.979576185,0.351853558,0.396901052,0.475544988,0.418808275,0
8.288423714,4.720879119,2.600844749,8.394910114,-1.100067868,-0.874781872,-1.400424843,0.379506533,0.099814561,0.663304604,0.460704558,0
2.067397192,1.387503058,5.968051176,9.990501326,-1.209913342,-1.313335118,-1.31837824,0.602613414,0.757962963,0.6968905,0.252082047,0
9.77983058,6.740159139,8.230865694,6.626980273,-1.012905986,-1.668437268,-1.171283172,0.814120921,0.281745509,0.306901699,0.468119182,1
4.935258717,7.777124049,4.091289969,6.211508645,-1.456139053,-1.085245128,-1.946995346,0.331425545,0.241218724,0.092798393,0.464227379,0
3.040082345,1.264135608,5.778545495,6.010556753,-1.239592883,-1.801268958,-1.604321769,0.889409008,0.546466441,0.265205141,0.348783792,0
2.6275498,2.162699037,0.970056695,6.407354289,-1.971610588,-1.266458969,-0.930629404,0.861966312,0.572702885,0.639507965,0.670359977,0
1.912387592,1.822314972,4.66927273,1.992997671,-1.952906487,-0.720912094,-0.802894835,0.497838391,0.493132875,0.710128416,0.185520329,0
8.452844122,6.61103553,6.071626787,3.991345355,-1.624655015,-0.863456518,-1.490129754,0.420088525,0.503439059,0.237045131,0.387637676,1
4.475682647,6.348654144,9.864129517,4.836148527,-1.602881056,-1.324898894,-1.783793778,0.94024176,0.415184806,0.600570646,0.593144042,1
2.251832028,7.992273724,2.47726087,9.949760276,-0.55131626,-1.123452959,-1.13161216,0.670664548,0.157635771,0.731395676,0.954705314,0
1.059150049,4.571401269,3.406924787,2.725788162,-0.875618638,-1.197871372,-0.682321199,0.494020124,0.586178997,0.463815514,0.740825465,1
5.6817874,5.741450431,3.837463702,7.491935284,-1.693539686,-1.082087203,-0.767992036,0.381842113,0.131080117,0.29657828,0.986977118,1
9.502191791,1.099138956,3.671357441,9.651576026,-0.911854808,-0.507050583,-0.887454417,0.343519764,0.551475717,0.176557851,0.082402514,0
2.785707595,6.642611755,5.906051322,2.924324898,-1.670199443,-0.608674011,-1.25675807,0.182106644,0.705722283,0.34920706,0.099820389,0
4.917661268,7.691585498,8.912910023,6.802697266,-1.010231166,-1.158192603,-0.63747365,0.72958905,0.256740938,0.127864263,0.650910233,1
7.097062625,7.292193826,3.747249549,6.725048504,-0.778706563,-1.609170142,-1.898290794,0.807169164,0.73771074,0.168508144,0.44806064,1
6.638647278,9.049407656,6.410426291,5.676367706,-0.88437354,-0.926838843,-1.14100978,0.213379814,0.963512762,0.409057386,0.566316378,1
6.796624421,8.254860326,7.29439267,3.507909678,-1.961862623,-1.887542683,-0.813593508,0.398564714,0.919154733,0.055810167,0.769743785,1
6.687731573,2.316159155,5.284175918,0.77810753,-1.364169237,-1.859829124,-0.510343408,0.578147474,0.435524782,0.231529421,0.803484169,0
4.968734593,9.958275361,6.67259019,2.873653907,-0.757379887,-0.684645837,-1.370067866,0.583209241,0.687347228,0.085877394,0.655869316,1
9.496300552,4.770592204,2.112642082,6.323170206,-1.121582631,-1.290730601,-1.329489835,0.643193431,0.694361627,0.802432747,0.945484703,1
8.522661066,9.399521053,6.805407036,7.458676983,-1.554439535,-1.782382823,-1.251855759,0.585617804,0.201736164,0.362355632,0.149549888,1
7.783150035,0.985910668,1.390468456,0.641704314,-1.505725776,-1.356400287,-0.555901351,0.556041723,0.667846896,0.915241637,0.912617789,0
3.305223454,0.58737322,5.849747366,0.718189439,-1.937977058,-1.433259367,-1.700534244,0.836766606,0.810285138,0.184146445,0.761620464,0
8.865512961,8.756769996,1.293776583,6.452866817,-0.678547539,-1.217198074,-0.664890625,0.807975992,0.892161577,0.278026659,0.270207634,1
7.50611225,4.440464923,8.941040011,5.200486183,-1.134966348,-0.756719061,-1.305712446,0.266540499,0.265706401,0.240151475,0.304452251,0
6.449855162,9.340289902,6.620204772,5.575226254,-0.917334279,-1.264868841,-0.508353328,0.427884593,0.673763342,0.774797926,0.064579698,1
6.531340001,3.904052615,5.19053235,4.753691549,-1.486988797,-1.768328296,-1.685194505,0.290541725,0.216329516,0.49716914,0.984753253,1
8.950863212,2.59830591,8.262295336,1.302655456,-1.98469262,-1.024877554,-0.582213729,0.510674263,0.205904468,0.294052426,0.332083424,0
3.466809201,7.577179735,6.370845101,9.661978106,-1.696528833,-0.882654785,-1.163087111,0.718270604,0.052980561,0.370527771,0.3506118,0
0.691901433,6.727103656,6.182479128,2.916904965,-1.776334372,-1.80524175,-1.968305397,0.46853334,0.990180858,0.150554807,0.743571883,1
6.279706621,2.912984529,5.301995258,4.128829769,-1.629825846,-1.147290647,-1.303312141,0.549716943,0.132461209,0.083068066,0.958383017,1
5.352937958,4.851737673,3.642842876,3.513428481,-1.580591576,-1.728595201,-1.025826521,0.858323027,0.605446407,0.764724817,0.249318149,1
0.512302591,4.140837429,2.157276236,6.286510025,-1.765853469,-0.503114848,-0.52275888,0.460969921,0.806410938,0.420525504,0.692644074,1
5.3161719,4.302574004,4.10685381,7.489058173,-1.93174967,-1.172771324,-1.507500642,0.414754956,0.601359489,0.370233245,0.111653503,1
2.846481281,8.698001553,2.640727097,3.175733654,-1.695757858,-1.003195604,-1.151891524,0.80566629,0.262912906,0.102954113,0.561025316,0
8.690682925,0.837015773,8.965196422,5.35679275,-1.514785966,-1.719278194,-0.572805794,0.928936768,0.167284622,0.995741586,0.61408257,1
3.087580661,9.457389582,0.98874304,4.018132158,-1.770134203,-1.220929876,-1.624413044,0.242790897,0.981894933,0.612747665,0.877113612,1
6.2290676,4.168656688,3.47826367,8.371996626,-1.920910086,-1.980569593,-1.727768997,0.275896075,0.37476354,0.231089794,0.902450248,1
6.315241812,2.70302849,9.11615177,4.482905784,-1.422742502,-1.911880396,-0.619256132,0.84032119,0.911523403,0.23306542,0.726079657,1
3.652198568,2.71636987,7.85540927,1.349572424,-0.750960075,-1.719861966,-1.716110135,0.583678318,0.455482394,0.919337016,0.899241267,1
5.168104081,7.314542479,2.787525906,3.354854559,-1.736185304,-1.094622111,-1.396396378,0.750133218,0.584902365,0.654618968,0.828695663,1
